"uniprot","main_gene","protein_name","V24_1","V24_2","V24_3","V24_4","I24_1","I24_2","I24_3","I24_4","V36_1","V36_2","V36_3","V36_4","I36_1","I36_2","I36_3","I36_4","veh_pval","INK_pval"
"O35657","Neu1","Sialidase-1",90263.0268042023,180624.241953816,198910.576158551,258057.360821015,133917.169735591,228046.774218557,233746.172091209,284149.043288135,121372.290518405,200525.822858484,220743.96036559,271748.712008474,125183.409400156,240209.19202213,268009.126590852,296932.013142082,0.37,1
"O35658","C1qbp","Complement component 1 Q subcomponent-binding protein, mitochondrial",570841.05726482,795327.062909517,653122.924244017,1008840.23147736,705404.140016788,980909.659107825,769601.438991573,1176115.8968917,492240.591634695,753815.642890589,621293.944788809,872926.421209867,663147.242610808,1018120.5867267,686995.5023632,946399.588875633,0.62,1
"O35664","Ifnar2","Interferon alpha/beta receptor 2",20409.6920106799,22766.6184743924,25051.1603068542,10096.5235688731,13322.1791682772,30844.7029865731,20589.589673233,10522.4749571966,20869.014016838,32303.3375644384,22306.0485518453,14320.3515048283,13567.782695466,21114.6867419468,16831.07663359,9044.39539685937,0.3,0.39
"O35671","Itgb1bp1","Integrin beta-1-binding protein 1",31488.1716926245,22909.2447643098,31205.3416045017,35182.1751208146,29341.1608577592,27554.546042563,24134.0123770554,33398.0683658806,30529.1205464832,22166.7051247238,32175.0153403719,32955.6717122641,27709.0103501603,30421.0710191429,27145.404398289,32935.2547281665,0.92,1
"O35674","Adam19","Disintegrin and metalloproteinase domain-containing protein 19",16796.373778056,7181.85185838743,6316.76238171385,3234.69546378991,4117.14367871157,3799.23122926964,2526.48611146732,1584.83017412614,17477.9550782074,9577.13233256942,7956.59950862311,4837.24506501404,3274.13328246027,2674.55680400004,3045.14344629892,1786.97265824894,0.03,1
"O35678","Mgll","Monoglyceride lipase",83485.6602888751,63329.3704410256,111682.075521735,70922.0096897983,65241.633239199,50321.0719092323,81368.1073939453,59597.3041211659,76308.4162179954,63683.7460665039,95081.9647783488,59991.0334514152,49576.1282616467,47311.925912097,67917.9760928299,63092.390866218,0.6,0.86
"O35682","Myadm","Myeloid-associated differentiation marker",254618.236010453,162643.436271161,154300.350136917,241372.695454275,372103.11768204,201398.742302489,234483.870254345,257156.904754021,248086.266073058,168030.516049072,255672.222813873,295789.532626143,342817.640113801,243483.064230371,382821.551293086,456124.796779205,0.18,0.02
"O35683","Ndufa1","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1",10336.0826431632,9277.30428000497,10473.8702047817,13221.4016740664,7831.97991618145,8910.0468992943,12506.1535656418,11268.8348970429,9693.67187547439,8075.42420041521,10912.3525028691,12595.1499925836,9071.04995091416,8309.19517929482,12870.1024464601,11802.7495206237,0.85,1
"O35685","Nudc","Nuclear migration protein nudC",4879703.89103554,4341198.0047296,4369867.11161101,3044116.7449811,3534416.99391847,3283853.643588,3648741.90289184,2820309.19871932,4389196.42260301,3659639.33719025,3826823.60088436,2516770.33822165,3436297.08138852,3199807.55828392,3301674.18664583,2752176.67245037,0.31,1
"O35691","Pnn","Pinin",592404.098997684,850069.176496323,726550.047278988,798265.13629171,765054.933711323,1045684.36476126,873261.049115116,852893.050583604,589215.670784672,822268.265970047,759098.70951749,805618.01824638,717218.479724967,1073937.4243754,792576.093105742,853324.380577364,0.96,1
"O35704","Sptlc1","Serine palmitoyltransferase 1",1357101.78689243,1327743.5833065,1231405.38850277,1240386.20947118,1052005.84801636,830708.645102222,970810.782687506,686926.932906115,1379919.31753266,1371431.56761661,1347002.41265623,1291837.96608801,1034187.36993369,801186.300403596,1080505.8289636,721693.168723595,0.88,1
"O35711","Ppfibp2","Liprin-beta-2",2623.48739853009,61368.8772767271,3214.25082401396,63244.7174810243,1837.94734805235,76786.6398657138,4856.22361391734,63724.8577782669,1856.64312929545,69686.4766881769,4026.67117966764,102706.472716435,3898.55118795596,57683.6604078764,3615.39307949829,61218.8079237739,0.47,1
"O35730","Ring1","E3 ubiquitin-protein ligase RING1",73440.7888712468,80893.0148364069,85268.799872183,73131.8931664424,94288.2066673095,86844.5509471382,101515.946049488,66815.6457632263,78954.3244792176,78313.6073725439,85452.2456695441,78957.4430151303,99009.8322850537,84884.5292549791,91450.9829254758,61679.9975711448,0.91,1
"O35737","Hnrnph1","Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed",19691243.2634721,27485652.4829899,22712988.7749952,22538284.8493828,25521638.862185,40070744.288607,26918172.0327514,27013041.0678264,19915758.1952886,27474572.7101036,21373742.1173736,21756598.7976416,25851248.5759285,37972445.1125771,25628551.4438501,24283831.0752541,0.93,1
"O35739","Klf9","Krueppel-like factor 9",4390.48800367414,7735.95135563366,10428.3398869199,6098.2497914729,4828.45233402777,11875.91562422,12120.8147604271,7758.60273558534,4938.03787105786,9824.06713059096,11605.4112576189,7407.16635133308,4865.16194384848,10812.7232932282,13423.4683649562,6713.3290633658,0.24,1
"O35841","Api5","Apoptosis inhibitor 5",1471862.0001131,1686040.6098852,1425762.93287515,1441432.36651336,1669160.19151177,2087719.45033078,1741401.60509787,1703138.44689695,1359300.60509472,1632476.92552509,1419156.47479457,1477916.07908296,1633630.99931781,2235446.45781822,1560969.68309583,1712303.82468796,0.92,1
"O35855","Bcat2","Branched-chain-amino-acid aminotransferase, mitochondrial",749274.988121355,1245300.64115769,993888.896990604,789999.504341502,944095.817456197,1472815.90652209,1016200.91672519,914806.355440119,804072.244486817,1263469.37685371,1018416.61126046,803613.797810743,912102.312382955,1351143.16135186,945010.283634858,833710.094681739,0.91,1
"O35857","Timm44","Mitochondrial import inner membrane translocase subunit TIM44",793751.755231834,1297899.23824863,938645.444651673,1237769.36092799,847096.900706626,1412602.79985833,1015940.55266762,1152900.14944831,802355.616800124,1288655.08548913,930701.955984654,1175612.830041,902507.416333122,1351322.06147253,853413.60657462,1153632.96078055,0.94,1
"O35864","Cops5","COP9 signalosome complex subunit 5",1492170.1513675,1199709.6941494,1589197.80303308,1329990.71303621,1461052.50515907,1328088.8113041,1612608.18461618,1410921.02559578,1641345.41104812,1175688.56825469,1476310.08717257,1235739.44311012,1534183.89963465,1268044.05530115,1463068.67104542,1423785.77743393,0.94,1
"O35874","Slc1a4","Neutral amino acid transporter A",161650.968121761,206247.508373664,96448.390003822,178866.109734743,111620.820714753,183583.624793707,97792.7400261293,158747.776035429,144714.591017915,188507.235512918,92554.6738123981,144549.486615354,103811.028316239,154569.704257929,73161.6033168373,136039.965268516,0.53,0.43
"O35887","Calu","Calumenin",2814977.98472655,4614496.35795288,4518409.77363499,5201121.83382143,2273886.23271771,2729826.71175065,3184426.00021187,2581323.56327272,2764058.27854099,4983898.97495224,4806694.75263407,5305387.63455156,2150106.26325019,2617487.66550666,3076324.84736429,2650330.62532264,0.91,1
"O35892","Sp100","Nuclear autoantigen Sp-100",26179.3144165902,110712.62701163,225431.986313024,178784.897193747,16022.7746606792,116602.763992533,193832.36206457,123471.266639915,36731.9964557202,157718.32199216,237405.85234622,261757.083660223,25633.8642122995,115059.612608202,182893.796086386,163090.934227995,0.01,0.45
"O35900","Lsm2","U6 snRNA-associated Sm-like protein LSm2",1761444.741821,1967500.81438122,2091833.5412611,2099975.83783015,2467201.33140136,2922243.25095165,2763938.04722412,2843859.3867021,1906319.84112267,2050133.09055088,2141171.79395517,2096277.03113695,2504167.92217239,3479428.44688941,3016957.89151731,2858689.51958126,0.9,1
"O35914","Bnc1","Zinc finger protein basonuclin-1",16760.9303065271,1148347.7411907,801836.324959981,726924.430835001,10394.511627413,786353.315289855,383082.316715774,250412.353876111,11868.7062852069,1165515.83903387,783991.860955216,768726.607776683,39264.1136789232,763715.670129495,334728.870547321,196636.990721281,0.76,0.13
"O35943","Fxn","Frataxin, mitochondrial;Frataxin intermediate form;Frataxin mature form",245517.885212487,395651.923666327,300945.915583326,378829.432896981,298304.541421972,450918.207037915,303480.345512397,442269.743312187,215422.389531837,422414.377080692,306569.318488034,381037.67341058,265196.430273165,472108.47343919,298700.208810828,437951.728531614,0.95,1
"O35945","Aldh1a7","Aldehyde dehydrogenase, cytosolic 1",58773.8971799148,33395.1625762162,179209.228200453,13272.8362833636,62520.8085670786,40119.6778050417,136977.530691551,14210.9359200255,83635.2517075704,41271.7469065361,173976.735353294,16788.2935314563,65398.961395908,37670.99840925,147396.169046689,15565.1505987668,0.13,1
"O35954","Pitpnm1","Membrane-associated phosphatidylinositol transfer protein 1",346838.317202049,200657.876895975,180565.652253418,216954.791461629,344705.222400977,209767.202994463,208759.901365683,228673.71881508,349424.840180832,204192.927666312,181277.587167029,225848.134188388,378023.912338316,222158.169846638,196441.988991832,246887.446049398,0.94,1
"O35955","Psmb10","Proteasome subunit beta type-10",145289.495318681,322821.828572074,478912.545525469,173966.286428014,114750.021952438,309832.097195324,345355.564772787,134222.136479393,146738.101866476,316150.375792554,473226.214116505,192247.968061526,113949.385275144,263206.802534117,330929.930024085,141431.491860399,0.93,1
"O35963","Rab33b","Ras-related protein Rab-33B",628977.929888877,1041501.68816585,780626.785222712,827221.918964436,423472.590929369,648468.618556384,493494.034732496,455271.119281381,621141.10971765,1139509.74900967,818806.195936964,848021.03491408,378411.206319494,604745.022903112,515920.632349103,472733.114437501,0.9,1
"O35969","Gamt","Guanidinoacetate N-methyltransferase",158403.579784381,118561.195104196,144179.339895564,66033.0147218696,122935.253795982,129731.875266463,135311.200723055,67537.4799274324,208498.338192213,126437.179638136,143710.005077371,73428.1525191661,141649.650277342,96212.4848957338,112447.277860348,61286.0647473488,0.55,0.88
"O35972","Mrpl23","39S ribosomal protein L23, mitochondrial",507167.339628947,640243.6444334,546544.038515954,764246.105230264,496765.437696478,800983.607322206,485674.43420325,736563.482962137,487771.605590006,694124.693043258,606483.374139361,708757.188467221,568722.471328734,760468.632939355,544991.377930136,723216.741665803,0.94,1
"O35973","Per1","Period circadian protein homolog 1",14935.1125569563,10610.4066545511,13026.4136499064,12133.1536247268,13691.3616981374,12683.7333362103,10990.8347505405,11158.0514683665,12326.1539983649,12648.6402521463,12260.4941901907,11831.7777972453,14780.8873913498,12856.6571718704,16652.7034405635,13758.8244798975,0.92,0.39
"O35980","Nthl1","Endonuclease III-like protein 1",5233.75552720757,7395.95634016925,7379.42130753649,7158.5246322474,6790.17716068554,11564.8975112873,8592.70803470497,9249.23168148563,6437.64134075873,9507.39991452347,10350.3103346336,9246.52954369889,8347.55968535954,11604.3563271881,15442.2166573533,10762.1895744922,0.02,0.11
"O35988","Sdc4","Syndecan-4",153154.114271449,456230.997557269,429938.997375416,549863.044233492,138127.367764476,221652.241816662,283944.362392161,158942.866350079,135479.32586548,520105.392856122,400065.792690448,654024.28627636,206914.932782973,265961.864392418,321521.084498796,159165.331872398,0.92,0.4
"O54692","Zw10","Centromere/kinetochore protein zw10 homolog",600220.821367305,534147.822182104,589067.458302257,621952.709790492,509408.675020458,475293.733275489,453337.218252118,479573.798477816,603006.232871071,611815.828307375,555728.687798367,581489.19080425,510378.507067383,476876.161655017,413635.179981553,490631.665037846,0.96,1
"O54724","Ptrf","Polymerase I and transcript release factor",2372030.38378135,3627819.22631599,4291232.4584706,9345758.74544813,2521693.68426771,5644771.40431881,6320250.70967593,8448246.72570568,3039677.7182928,4791355.46300655,6198033.9376832,9858996.11353954,4592557.0155187,6449080.9999328,6171031.66500229,9898420.06552085,0.04,0.19
"O54734","Ddost","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit",1417738.86115677,1853976.88304231,1573451.90143922,1634086.560986,1043610.73843324,1137579.84986243,1109237.67329957,852224.169504803,1326694.26914635,1803362.3688071,1639321.30387194,1626169.44366025,942611.083416406,1025813.29191547,1104919.80874195,815688.011140134,0.94,1
"O54754","Aox1","Aldehyde oxidase 1",47056.4770787866,27344.6750519155,63534.7129312156,29906.969402374,37463.1765146836,19901.8417011511,36995.1289411946,18080.6916613386,49528.065295694,28603.4175010592,52355.3672457995,19807.3961778845,38793.1142243937,13092.8053311534,31167.6518196647,15917.905775476,0.44,0.44
"O54774","Ap3d1","AP-3 complex subunit delta-1",1291962.43381226,1010750.47074434,1377576.67980479,1301656.55984445,1236129.31316547,1040708.07495434,1512715.17452559,1317849.01048512,1464312.18704609,1047544.9953279,1453239.77519939,1477719.58688339,1385138.18365223,1148628.22475466,1390085.44092161,1281105.23027857,0.71,1
"O54775","Wisp1","WNT1-inducible-signaling pathway protein 1",25905.3459609883,91470.4443140985,47719.5673122765,163670.340952919,12560.6772311921,58875.3140873317,22529.3019021858,72267.0265554542,26975.0299281108,107560.203882403,35661.1958163189,114643.373840451,16796.0654288992,73182.6723620264,23794.4392987611,78049.4848763381,0.55,0.51
"O54781","Srpk2","SRSF protein kinase 2;SRSF protein kinase 2 N-terminal;SRSF protein kinase 2 C-terminal",174199.872906324,196280.156667874,176581.749440514,211865.472225912,165032.176789904,174468.720630694,171310.871084111,188805.619514047,191475.912807402,210477.049104335,176131.8632619,251293.874032999,177917.857611539,189276.327667695,136203.591591134,177914.887179202,0.72,1
"O54782","Man2b2","Epididymis-specific alpha-mannosidase",1335069.35864473,1661555.05606701,2843937.47944,2279996.97037017,1847935.56727284,1514699.67906369,3116904.92128009,2217480.12644995,1640194.59919112,1918379.83951348,3510674.8812519,2982751.58950733,1804540.08520545,1556341.59975908,3103693.55866071,2124354.81320205,0.09,1
"O54784","Dapk3","Death-associated protein kinase 3",741391.210535328,596837.435392055,616632.271574396,579009.322835208,598277.990170709,765170.908345056,539752.048962108,514062.979103491,1203461.49945912,904388.442986511,959364.207773554,871482.203543011,1012448.93357078,840544.326950754,866103.974200626,662315.001624596,0,0
"O54786","Dffa","DNA fragmentation factor subunit alpha",40620.1342354675,32057.9380545626,51054.6630956502,22648.3729605101,39626.4344208165,41173.8218624747,46774.4029438076,34763.7005684326,38537.8120613315,28381.094144701,40678.7513215967,18759.1102931663,43122.0614656267,41574.5990422454,43826.7020148339,27438.0388420941,0.32,1
"O54791","Maff","Transcription factor MafF",84352.5884438392,62074.5888615208,35065.9331398632,47197.1193803147,113016.63411532,225500.572600682,94694.4077409564,121852.017028318,54308.7295516536,68722.5285563653,32129.4443537582,48249.6420659731,142311.798051615,254968.451977315,113092.68926107,137917.665975669,0.61,0.49
"O54792","Hes2","Transcription factor HES-2;Transcription factor HES-1",29125.9122118052,14382.9956872804,13043.4875191046,25741.6684108718,39630.2273920137,14828.5142429938,16019.332582555,26567.1203486258,33097.3490073578,13698.7284297794,13443.4410510376,18059.598062689,39677.6437039876,15768.2566357567,18030.6703973788,22817.9068389681,0.82,1
"O54818","Tpd52l1","Tumor protein D53",62575.9279501386,63602.2565795382,58076.7660775374,92122.0923358888,60446.0533222135,51093.2262109398,51505.2178699917,90849.3790258935,67548.8199664537,62670.5750513657,57735.591852878,108778.081683219,57398.2173460217,48014.1088857224,47464.970501603,89098.8201779318,0.85,1
